City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,Abonnema,NG,2/3/2022 21:08,4.7084,6.7931,81.16,72,8,6.98
308,Kropotkin,RU,2/3/2022 21:08,45.4375,40.5756,38.66,80,100,3.49
309,Kudahuvadhoo,MV,2/3/2022 21:08,2.6708,72.8944,81.09,74,98,6.29
310,Tiksi,RU,2/3/2022 21:08,71.6872,128.8694,-9.56,100,100,3.96
311,Sorland,NO,2/3/2022 21:08,67.667,12.6934,24.87,68,100,35.95
312,Great Yarmouth,GB,2/3/2022 21:08,52.6083,1.7305,47.95,85,100,16.06
313,Klaksvik,FO,2/3/2022 21:08,62.2266,-6.589,32.92,62,37,43.2
314,Whithorn,JM,2/3/2022 21:08,18.2604,-78.0378,79.45,68,37,2.06
315,Zhezkazgan,KZ,2/3/2022 21:08,47.8043,67.7144,1.29,90,7,6.08
316,Sangar,RU,2/3/2022 21:08,63.9242,127.4739,-25.08,99,100,2.82
317,Impfondo,CG,2/3/2022 21:08,1.6381,18.0667,73.22,36,81,3.15
318,Pisco,PE,2/3/2022 21:05,-13.7,-76.2167,77.05,61,0,14.97
319,Meppen,DE,2/3/2022 21:08,52.6906,7.291,45.82,93,100,4.61
320,Oyama,JP,2/3/2022 21:08,36.3,139.8,41.59,44,71,2.44
321,Fortuna,US,2/3/2022 21:08,40.5982,-124.1573,57.42,76,100,5.99
322,Husavik,IS,2/3/2022 21:08,66.0449,-17.3389,24.21,85,100,21.45
323,Vallenar,CL,2/3/2022 21:08,-28.5708,-70.7581,81.48,27,0,10.09
324,Ulladulla,AU,2/3/2022 21:08,-35.35,150.4667,62.1,79,89,9.08
325,Isiro,CD,2/3/2022 21:08,2.7739,27.616,73.38,36,100,1.21
326,Morgan City,US,2/3/2022 21:03,29.6994,-91.2068,54,94,100,9.22
327,Flinders,AU,2/3/2022 21:08,-34.5833,150.8552,63.21,86,82,8.01
328,Rockhampton,AU,2/3/2022 21:08,-23.3833,150.5,75.09,78,100,8.05
329,Lahijan,IR,2/3/2022 21:08,37.2061,50.0029,53.6,48,73,3.65
330,North Bend,US,2/3/2022 21:08,43.4065,-124.2243,53.17,91,40,11.5
331,Saint-Joseph,RE,2/3/2022 21:08,-21.3667,55.6167,79.16,93,100,32.97
332,Muskogee,US,2/3/2022 21:08,35.5834,-95.3336,23.07,82,100,16.11
333,Sinnamary,GF,2/3/2022 21:08,5.3833,-52.95,77.29,88,73,11.97
334,Viedma,AR,2/3/2022 21:08,-40.8135,-62.9967,84.74,25,4,12.26
335,Carballo,ES,2/3/2022 21:09,43.213,-8.691,53.87,88,98,3.94
336,Kirakira,SB,2/3/2022 21:09,-10.4544,161.9205,80.28,86,100,6.6
337,Biak,ID,2/3/2022 21:09,-0.9131,122.8766,76.57,73,100,3.67
338,Alindao,CF,2/3/2022 21:09,5.0267,21.2088,79.66,25,67,3.02
339,Atasu,KZ,2/3/2022 21:09,48.6814,71.6433,-0.02,84,1,4.76
340,Constantine,DZ,2/3/2022 21:09,36.365,6.6147,45.81,49,0,2.3
341,Kautokeino,NO,2/3/2022 21:09,69.0125,23.0412,3.25,99,99,2.08
342,Kalinagar,IN,2/3/2022 21:09,28.6167,80.1,51.98,93,62,10.33
343,Izmit,TR,2/3/2022 21:09,40.7669,29.9169,44.26,81,75,4.61
344,Gillette,US,2/3/2022 21:09,44.2911,-105.5022,27.52,43,40,8.99
345,Norman Wells,CA,2/3/2022 21:09,65.282,-126.8329,-26.34,98,41,1.48
346,Kanniyakumari,IN,2/3/2022 21:09,8.0833,77.5667,75.85,82,8,6.42
347,A Coruna,ES,2/3/2022 21:09,43.3713,-8.396,54.9,84,40,4
348,Biloela,AU,2/3/2022 21:09,-24.4167,150.5,71.91,83,91,10.27
349,San Quintin,MX,2/3/2022 21:09,30.4833,-115.95,61.21,44,1,9.62
350,Kismayo,SO,2/3/2022 21:09,-0.3582,42.5454,78.48,88,98,17.16
351,Camacha,PT,2/3/2022 21:09,33.0833,-16.3333,64.53,88,20,8.05
352,Bom Jardim,BR,2/3/2022 21:09,-7.7958,-35.5872,79.59,59,94,14.65
353,Grand-Santi,GF,2/3/2022 21:09,4.25,-54.3833,76.37,96,62,4.23
354,Batagay,RU,2/3/2022 21:09,67.6333,134.6333,-35.57,99,98,1.52
355,Tevaitoa,PF,2/3/2022 21:09,-16.7833,-151.5,80.87,72,22,17.54
356,Birao,CF,2/3/2022 21:09,10.2849,22.7882,74.98,18,22,4.25
357,Hilo,US,2/3/2022 21:09,19.7297,-155.09,78.24,71,75,6.91
358,College,US,2/3/2022 21:09,64.8569,-147.8028,1.06,62,75,9.22
359,Sawakin,SD,2/3/2022 21:09,19.1059,37.3321,77.76,84,90,3.6
360,Aktau,KZ,2/3/2022 21:07,43.65,51.2,43.38,58,81,19.93
361,Lom Sak,TH,2/3/2022 21:09,16.7798,101.2422,72.75,73,51,3.38
362,Utsmiyurt,RU,2/3/2022 21:09,43.5348,46.4695,35.55,93,97,4.83
363,Longyearbyen,SJ,2/3/2022 21:09,78.2186,15.6401,12.04,73,0,2.3
364,Galveston,US,2/3/2022 21:09,29.3669,-94.9669,42.01,87,100,8.99
365,Padang,ID,2/3/2022 21:09,-0.9492,100.3543,75.29,90,99,4.09
366,Ilo,PE,2/3/2022 21:09,-17.6394,-71.3375,74.26,69,0,11.5
367,Iracoubo,GF,2/3/2022 21:09,5.4802,-53.2011,77,88,60,11.65
368,Kaeo,NZ,2/3/2022 21:09,-35.1,173.7833,73.33,90,82,10.49
369,Isangel,VU,2/3/2022 21:09,-19.55,169.2667,81.95,80,100,8.25
370,Honiara,SB,2/3/2022 21:09,-9.4333,159.95,78.87,92,100,5.73
371,Liverpool,GB,2/3/2022 21:09,53.4106,-2.9779,51.76,82,20,10
372,Amos,CA,2/3/2022 21:09,48.5669,-78.1162,2.17,73,99,5.79
373,Richards Bay,ZA,2/3/2022 21:07,-28.783,32.0377,79.16,91,64,12.01
374,Nalut,LY,2/3/2022 21:09,30.3333,10.85,48.97,59,0,8.99
375,Pitimbu,BR,2/3/2022 21:09,-7.4706,-34.8086,82.99,74,55,12.75
376,Manokwari,ID,2/3/2022 21:09,-0.8667,134.0833,76.55,82,100,2.55
377,Pevek,RU,2/3/2022 21:09,69.7008,170.3133,-15.83,88,15,1.7
378,Indian Head,US,2/3/2022 21:09,38.6001,-77.1622,53.89,91,100,0
379,Agadez,NE,2/3/2022 21:10,19.75,10.25,55.58,21,0,8.84
380,Coihaique,CL,2/3/2022 21:10,-45.5752,-72.0662,66.81,52,40,4.61
381,Kidal,ML,2/3/2022 21:10,18.4411,1.4078,65.61,13,53,12.24
382,Grindavik,IS,2/3/2022 21:10,63.8424,-22.4338,25.27,74,75,13.8
383,Qaqortoq,GL,2/3/2022 21:10,60.7167,-46.0333,28.9,95,100,4.92
384,Palana,RU,2/3/2022 21:10,59.1167,159.9667,9.07,87,100,16.51
385,Bapatla,IN,2/3/2022 21:10,15.9,80.4667,72.59,78,25,10.07
386,Mutsu,JP,2/3/2022 21:10,41.2894,141.2169,24.01,72,91,16.24
387,Belaya Gora,RU,2/3/2022 21:10,68.5333,146.4167,-36.47,100,77,2.01
388,Jeremie,HT,2/3/2022 21:10,18.65,-74.1167,78.46,75,25,3.4
389,Kez,RU,2/3/2022 21:10,57.8979,53.7152,5.68,99,100,1.77
390,Namwala,ZM,2/3/2022 21:10,-15.7504,26.4384,67.48,96,100,3.42
391,Deputatskiy,RU,2/3/2022 21:10,69.3,139.9,-24.95,97,98,2.64
392,Olafsvik,IS,2/3/2022 21:10,64.8945,-23.7142,25.57,69,96,21.23
393,Adamantina,BR,2/3/2022 21:10,-21.6853,-51.0725,77.85,75,100,8.03
394,Kuliyapitiya,LK,2/3/2022 21:10,7.4688,80.0401,64.27,81,0,2.68
395,Moose Factory,CA,2/3/2022 21:10,51.2585,-80.6094,-5.24,81,99,7.34
396,Ancud,CL,2/3/2022 21:10,-41.8697,-73.8203,66.22,89,84,8.72
397,Kawalu,ID,2/3/2022 21:10,-7.3817,108.2082,71.53,93,99,3.22
398,Talnakh,RU,2/3/2022 21:10,69.4865,88.3972,-13.43,99,99,6.91
399,Ust-Nera,RU,2/3/2022 21:10,64.5667,143.2,-18.87,99,99,1.99
400,Lethem,GY,2/3/2022 21:10,3.3803,-59.7968,91.51,40,40,12.75
401,Storforshei,NO,2/3/2022 21:10,66.4043,14.5233,19.18,63,20,23.02
402,Ola,RU,2/3/2022 21:10,59.5833,151.2833,-0.04,79,31,11.25
403,Avera,US,2/3/2022 21:10,33.194,-82.5271,76.51,56,100,14.43
404,Dwarka,IN,2/3/2022 21:10,22.2394,68.9678,68.92,47,1,8.28
405,Boyolangu,ID,2/3/2022 21:10,-8.1181,111.8935,75.65,89,99,0.92
406,Salalah,OM,2/3/2022 21:10,17.0151,54.0924,71.69,73,0,2.3
407,Tessalit,ML,2/3/2022 21:10,20.1986,1.0114,64.81,11,82,12.37
408,Ponta Do Sol,PT,2/3/2022 21:10,32.6667,-17.1,68,73,33,3.27
409,Marzuq,YE,2/3/2022 21:10,14.4,46.4667,61.47,31,0,1.07
410,Tahta,EG,2/3/2022 21:10,26.7693,31.5021,52.95,42,0,7.83
411,Tolaga Bay,NZ,2/3/2022 21:10,-38.3667,178.3,71.46,58,9,3.89
412,Dunmore Town,BS,2/3/2022 21:10,25.5,-76.65,73.62,67,88,19.62
413,Chuchkovo,RU,2/3/2022 21:10,54.2693,41.4465,16.79,96,100,6.31
414,Fuyang,CN,2/3/2022 21:10,32.9,115.8167,32.02,88,5,3.09
415,Celestun,MX,2/3/2022 21:10,20.8667,-90.4,85.55,56,0,3.53
416,Pucallpa,PE,2/3/2022 21:07,-8.3791,-74.5539,84.24,70,75,5.75
417,Sal Rei,CV,2/3/2022 21:10,16.1833,-22.9167,70.36,81,0,13.67
418,Ilulissat,GL,2/3/2022 21:10,69.2167,-51.1,17.62,53,100,23.02
419,Altay,CN,2/3/2022 21:10,47.8667,88.1167,3.88,65,1,7.61
420,Paragominas,BR,2/3/2022 21:10,-2.9667,-47.4833,75.78,93,100,2.08
421,Mokshan,RU,2/3/2022 21:10,53.4365,44.6132,31.19,98,100,10.54
422,Ambovombe,MG,2/3/2022 21:07,-25.1667,46.0833,74.79,89,19,16.96
423,Lasem,ID,2/3/2022 21:10,-6.6922,111.4527,74.52,92,98,4.56
424,Pierre,US,2/3/2022 21:09,44.3683,-100.351,23.27,40,0,4
425,Nola,IT,2/3/2022 21:11,40.922,14.5329,50.92,48,45,1.74
426,Asau,RO,2/3/2022 21:09,46.4333,26.4,25.29,86,94,4.07
427,Tak,TH,2/3/2022 21:11,16.5833,98.8333,62.76,70,32,1.68
428,Beringovskiy,RU,2/3/2022 21:11,63.05,179.3167,-0.29,79,99,20.07
429,Acarau,BR,2/3/2022 21:11,-2.8856,-40.12,81.25,77,92,16.35
430,Andenes,NO,2/3/2022 21:11,69.3143,16.1194,22.98,58,20,24.16
431,Xuddur,SO,2/3/2022 21:11,4.1213,43.8894,77.49,26,100,11.27
432,Dickinson,US,2/3/2022 21:11,29.4608,-95.0513,41.99,87,100,7
433,Krasnoarmeysk,RU,2/3/2022 21:11,51.0239,45.6969,34.16,100,100,9.64
434,Puerto Del Rosario,ES,2/3/2022 21:07,28.5004,-13.8627,71.35,43,44,4.61
435,Santa Cruz Del Sur,CU,2/3/2022 21:11,20.7147,-77.9956,81.82,60,39,2.75
436,Gloversville,US,2/3/2022 21:07,43.0528,-74.3438,39.18,94,100,3
437,Khasan,RU,2/3/2022 21:11,42.4308,130.6434,14.52,51,0,17.81
438,Ostersund,SE,2/3/2022 21:11,63.1792,14.6357,19.62,93,100,14.97
439,Neiafu,TO,2/3/2022 21:11,-18.65,-173.9833,81.28,89,100,6.91
440,Kalmunai,LK,2/3/2022 21:11,7.4167,81.8167,73.99,81,1,4
441,Anqing,CN,2/3/2022 21:11,30.5092,117.0506,37.81,88,100,3.2
442,Gargzdai,LT,2/3/2022 21:11,55.7128,21.4033,29.98,94,100,8.63
443,Yaviza,PA,2/3/2022 21:11,8.1537,-77.6931,86.88,62,90,3.51
444,Maiduguri,NG,2/3/2022 21:11,11.8464,13.1603,65.59,21,7,8.63
445,Yabelo,ET,2/3/2022 21:11,4.8833,38.0833,67.95,33,98,13.94
446,Koceljeva,RS,2/3/2022 21:11,44.4736,19.8117,35.2,75,41,5.79
447,Renala Khurd,PK,2/3/2022 21:11,30.8833,73.6,45.14,94,0,2.8
448,Lovington,US,2/3/2022 21:11,32.944,-103.3485,20.32,63,100,4
449,Mineiros,BR,2/3/2022 21:11,-17.5694,-52.5511,77.85,79,80,6.55
450,Touros,BR,2/3/2022 21:11,-5.1989,-35.4608,83.3,74,86,14.23
451,Hay River,CA,2/3/2022 21:11,60.8156,-115.7999,-17.63,92,59,5.1
452,San Joaquin,US,2/3/2022 21:11,37.9333,-121.3011,63.48,41,0,4.61
453,Roura,GF,2/3/2022 21:11,4.7263,-52.3274,78.71,89,75,0
454,Cabo San Lucas,MX,2/3/2022 21:11,22.8909,-109.9124,73.94,60,40,13.8
455,Walvis Bay,NA,2/3/2022 21:11,-22.9575,14.5053,69.1,76,0,12.8
456,Resistencia,AR,2/3/2022 21:07,-27.4606,-58.9839,88.09,57,0,6.91
457,Carutapera,BR,2/3/2022 21:11,-1.195,-46.02,77.61,90,95,6.51
458,Kolondieba,ML,2/3/2022 21:11,11.0882,-6.8926,76.44,12,4,5.3
459,Kodinsk,RU,2/3/2022 21:11,58.6881,99.1844,3.07,97,99,3.58
460,Pangkalanbuun,ID,2/3/2022 21:11,-2.6833,111.6167,73.13,98,87,2.44
461,Penzance,GB,2/3/2022 21:11,50.1186,-5.5371,50.77,79,100,21.54
462,Dubovka,RU,2/3/2022 21:11,49.0583,44.829,34.75,100,100,6.13
463,Havoysund,NO,2/3/2022 21:11,70.9963,24.6622,25.03,75,99,15.43
464,Ouadda,CF,2/3/2022 21:11,8.0777,22.4007,71.67,22,60,5.37
465,Mirzapur,IN,2/3/2022 21:11,25.15,82.5833,57.85,82,7,6.02
466,Westerland,DE,2/3/2022 21:11,54.9079,8.3033,43.18,100,100,13.8
467,Meiganga,CM,2/3/2022 21:11,6.5167,14.3,69.39,23,100,5.59
468,Hasaki,JP,2/3/2022 21:12,35.7333,140.8333,32.4,50,52,11.9
469,Conceicao Do Araguaia,BR,2/3/2022 21:12,-8.2578,-49.2647,82.06,77,3,4.12
470,Alta Floresta,BR,2/3/2022 21:12,-9.8756,-56.0861,80.53,86,76,2.17
471,Nouadhibou,MR,2/3/2022 21:12,20.931,-17.0347,68.22,67,0,9.24
472,Lahaina,US,2/3/2022 21:12,20.8783,-156.6825,78.94,72,2,6.69
473,Mayumba,GA,2/3/2022 21:12,-3.432,10.6554,76.75,84,100,1.1
474,Sechura,PE,2/3/2022 21:12,-5.5569,-80.8222,82.98,50,44,18.86
475,Meulaboh,ID,2/3/2022 21:12,4.1363,96.1285,75.6,86,95,3.8
476,Lata,PT,2/3/2022 21:12,40.1629,-8.3327,55.81,94,100,0.2
477,Staraya Poltavka,RU,2/3/2022 21:12,50.4772,46.4814,33.13,100,100,10.09
478,Boffa,GN,2/3/2022 21:13,10.1667,-14.0333,78.51,81,5,4.7
479,Khorixas,NA,2/3/2022 21:13,-20.3667,14.9667,69.6,53,4,12.75
480,Alofi,NU,2/3/2022 21:12,-19.0595,-169.9187,81.75,77,100,17.09
481,Nampula,MZ,2/3/2022 21:13,-15.1165,39.2666,72.45,91,86,3.47
482,Ailigandi,PA,2/3/2022 21:13,9.2333,-78.0167,81.55,77,23,8.57
483,Tura,IN,2/3/2022 21:13,25.5198,90.2201,57.6,62,60,4.16
484,Kontagora,NG,2/3/2022 21:13,10.3999,5.4695,79.32,15,49,3.74
485,Constitucion,CL,2/3/2022 21:13,-35.3333,-72.4167,65.5,73,35,9.46
486,Sao Miguel Do Araguaia,BR,2/3/2022 21:09,-13.275,-50.1628,80.87,84,37,2.19
487,Piacabucu,BR,2/3/2022 21:13,-10.4056,-36.4344,80.49,71,100,13.11
488,Seymchan,RU,2/3/2022 21:13,62.8833,152.4333,-19.08,93,98,4.38
489,San Patricio,US,2/3/2022 21:13,28.017,-97.5169,41.09,74,100,20.33
490,Wanxian,CN,2/3/2022 21:13,30.8039,108.3897,43.86,72,88,1.23
491,Svetlogorsk,BY,2/3/2022 21:13,52.6333,29.7333,14.97,97,98,6.38
492,Waingapu,ID,2/3/2022 21:13,-9.6567,120.2641,78.69,83,93,10.47
493,Saratovskaya,RU,2/3/2022 21:13,44.7103,39.2244,42.62,95,100,5.39
494,Langenburg,DE,2/3/2022 21:13,49.2544,9.8458,43.5,87,100,6.91
495,Polyarnyy,RU,2/3/2022 21:13,69.1989,33.4478,3.67,89,100,1.28
496,Homer,US,2/3/2022 21:13,59.6425,-151.5483,37.29,70,100,10.36
497,Lasa,IT,2/3/2022 21:13,46.6166,10.7002,37.62,76,99,3.15
498,Khani,GE,2/3/2022 21:13,41.9563,42.9566,35.17,72,59,9.31
499,Sibolga,ID,2/3/2022 21:13,1.7427,98.7792,73.87,90,58,4.05
500,Baykit,RU,2/3/2022 21:13,61.67,96.37,15.46,96,100,3.87
501,Palafrugell,ES,2/3/2022 21:13,41.9174,3.1631,52.72,19,100,2.98
502,Chernyshevskiy,RU,2/3/2022 21:13,63.0128,112.4714,-13.27,100,96,0.51
503,Humaita,BR,2/3/2022 21:13,-7.5061,-63.0208,81.9,80,99,2.51
504,Tezu,IN,2/3/2022 21:11,27.9167,96.1667,54.14,59,70,4.56
505,Cuxhaven,DE,2/3/2022 21:13,53.8718,8.6909,44.1,93,75,8.05
506,Zyryanka,RU,2/3/2022 21:13,65.75,150.85,-25.1,98,99,6.8
507,Lerwick,GB,2/3/2022 21:13,60.1545,-1.1494,41,73,100,26.02
508,Jiaonan,CN,2/3/2022 21:13,35.8786,119.9753,30.25,56,100,7.4
509,Athabasca,CA,2/3/2022 21:13,54.7169,-113.2854,-4.18,78,91,3.51
510,Flores,GT,2/3/2022 21:13,16.9226,-89.8994,91.74,41,3,4.05
511,Marabba,SD,2/3/2022 21:13,12.35,32.1833,80.8,15,98,12.37
512,Krishnagiri,IN,2/3/2022 21:13,12.5333,78.2333,67.89,73,13,1.95
513,Nyurba,RU,2/3/2022 21:13,63.2842,118.3319,-30.05,100,84,3.36
514,Oistins,BB,2/3/2022 21:13,13.0667,-59.5333,80.69,54,20,16.11
515,Boa Vista,BR,2/3/2022 21:13,2.8197,-60.6733,89.58,43,40,6.91
516,Kamenka,RU,2/3/2022 21:14,51.3223,42.7678,31.75,100,100,4.85
517,Lincoln,US,2/3/2022 21:09,40.8,-96.667,20.89,39,0,3
518,Myitkyina,MM,2/3/2022 21:14,25.3833,97.4,51.82,82,61,2.93
519,Srbac,BA,2/3/2022 21:14,45.0978,17.525,36.27,74,99,2.35
520,Mandiana,GN,2/3/2022 21:14,10.6333,-8.6833,76.39,12,0,3.58
521,Yumen,CN,2/3/2022 21:14,40.2833,97.2,14.94,38,44,7.81
522,Dhidhdhoo,MV,2/3/2022 21:14,6.8833,73.1,80.19,75,14,8.63
523,Wawa,NG,2/3/2022 21:14,9.9022,4.4192,80.89,19,5,4.16
524,Pathardi,IN,2/3/2022 21:14,19.1667,75.1833,62.42,61,4,7.47
525,Loding,NO,2/3/2022 21:14,67.3,14.75,21.11,63,100,37.98
526,Luba,GQ,2/3/2022 21:14,3.4568,8.5547,81.32,77,12,9.57
527,Labuhan,ID,2/3/2022 21:14,-6.8844,112.2051,76.3,88,100,8.32
528,San Borja,BO,2/3/2022 21:14,-14.8167,-66.85,84.61,71,64,4.03
529,Half Moon Bay,US,2/3/2022 21:14,37.4636,-122.4286,65.91,51,0,1.01
530,Yabrud,SY,2/3/2022 21:14,33.9674,36.6574,37.06,73,11,6.62
531,Hohenstein-Ernstthal,DE,2/3/2022 21:14,50.8,12.7167,42.57,89,98,10.78
532,Malysheva,RU,2/3/2022 21:14,57.1185,61.4035,26.58,96,100,7.31
533,Puerto Baquerizo Moreno,EC,2/3/2022 21:14,-0.9,-89.6,81.59,74,20,10.36
534,Ures,MX,2/3/2022 21:14,29.4333,-110.4,62.71,10,0,3.71
535,Mezen,RU,2/3/2022 21:14,65.8522,44.24,-1.68,100,89,2.68
536,Pabrade,LT,2/3/2022 21:14,55,25.7833,23.43,98,89,2.17
537,Virginia Beach,US,2/3/2022 21:10,36.8529,-75.978,69.85,63,100,10.36
538,Te Anau,NZ,2/3/2022 21:12,-45.4167,167.7167,47.03,97,100,4.09
539,Sambava,MG,2/3/2022 21:14,-14.2667,50.1667,78.21,85,100,4.41
540,Hornepayne,CA,2/3/2022 21:14,49.2138,-84.7705,0.27,71,25,5.91
541,Port Macquarie,AU,2/3/2022 21:14,-31.4333,152.9167,64.89,84,85,17.52
542,Namibe,AO,2/3/2022 21:14,-15.1961,12.1522,73.56,72,2,9.19
543,Invermere,CA,2/3/2022 21:14,50.5167,-116.0354,16.43,61,98,1.43
544,Kraslava,LV,2/3/2022 21:14,55.8951,27.168,14.2,99,79,2.24
545,Korla,CN,2/3/2022 21:14,41.7597,86.1469,25.29,49,100,6.98
546,Koungou,YT,2/3/2022 21:14,-12.7336,45.2042,82.11,83,20,10.36
547,Athens,GR,2/3/2022 21:10,37.9795,23.7162,48.38,71,75,5.01
548,Matamoros,MX,2/3/2022 21:14,25.5333,-103.25,68.11,32,40,0
549,Raudeberg,NO,2/3/2022 21:14,61.9875,5.1352,46.96,92,100,20
550,Gwanda,ZW,2/3/2022 21:14,-20.9333,29,75.11,50,6,6.78
551,Helong,CN,2/3/2022 21:14,42.5397,128.9972,2.21,84,14,6.13
552,Doha,QA,2/3/2022 21:12,25.2867,51.5333,62.58,88,0,0
553,Araceli,PH,2/3/2022 21:14,10.5529,119.9913,79.83,83,42,21.21
554,Naze,JP,2/3/2022 21:14,28.3667,129.4833,54.9,75,100,15.84
555,Harper,LR,2/3/2022 21:14,4.375,-7.7169,80.15,79,1,7.49
556,Ferrol,ES,2/3/2022 21:14,43.4832,-8.2369,54.68,85,100,7.34
557,Adrar,MR,2/3/2022 21:14,20.5022,-10.0711,66.85,14,2,10.16
558,Anadyr,RU,2/3/2022 21:14,64.75,177.4833,14.5,57,84,22.37
559,Trelew,AR,2/3/2022 21:14,-43.249,-65.3051,77.85,35,72,15.95
560,Syracuse,IT,2/3/2022 21:13,37.0881,15.2792,50.9,53,0,5.23
561,Grao Mogol,BR,2/3/2022 21:14,-16.5594,-42.8897,72.03,88,98,3.42
562,Caravelas,BR,2/3/2022 21:14,-17.7125,-39.2481,79.34,77,92,6.89
563,Imbituba,BR,2/3/2022 21:14,-28.24,-48.6703,82.29,77,41,19.57
564,Lichuan,CN,2/3/2022 21:14,30.3,108.85,28.33,94,69,0.58
565,Huarmey,PE,2/3/2022 21:15,-10.0681,-78.1522,76.33,71,51,12.33
566,Rawson,AR,2/3/2022 21:15,-43.3002,-65.1023,73.13,48,42,15.64
567,Aleksandrovskiy Zavod,RU,2/3/2022 21:15,50.9237,117.9374,-22.92,98,48,3.65
568,Byron Bay,AU,2/3/2022 21:15,-28.65,153.6167,73.35,80,91,16.6
569,Huty,UA,2/3/2022 21:15,50.1332,35.3439,27.72,98,100,4.32
570,Tera,NE,2/3/2022 21:15,14.0078,0.7531,72.75,11,6,9.66
571,Haines Junction,CA,2/3/2022 21:15,60.7522,-137.5108,-2.25,65,100,3.44
572,Ixtapa,MX,2/3/2022 21:15,20.7,-105.2,74.43,64,100,6.91
573,Nuuk,GL,2/3/2022 21:15,64.1835,-51.7216,16.41,92,100,9.22
574,Ust-Kuyga,RU,2/3/2022 21:15,70.0167,135.6,-31.05,100,100,4.07
575,Port Hedland,AU,2/3/2022 21:15,-20.3167,118.5667,80.65,74,47,11.5
576,Imaculada,BR,2/3/2022 21:15,-7.3897,-37.5092,82.2,34,80,4.9
577,Hofn,IS,2/3/2022 21:15,64.2539,-15.2082,30.07,56,99,24.43
578,Narasannapeta,IN,2/3/2022 21:15,18.4167,84.05,70.47,81,30,4.94
579,Ilebo,CD,2/3/2022 21:15,-4.3167,20.5833,67.6,98,100,1.28
580,Iranshahr,IR,2/3/2022 21:15,27.2025,60.6848,52.14,37,0,4.61
581,Auki,SB,2/3/2022 21:15,-8.7676,160.7034,77.5,88,100,3.98
582,Villa Bruzual,VE,2/3/2022 21:15,9.3328,-69.1208,92.12,36,85,2.75
583,Lavrentiya,RU,2/3/2022 21:15,65.5833,-171,-0.36,58,0,24.79
584,Vestmannaeyjar,IS,2/3/2022 21:15,63.4427,-20.2734,26.94,68,8,23.76
585,Seddon,AU,2/3/2022 21:15,-37.8068,144.8916,62.42,83,20,3
586,Paamiut,GL,2/3/2022 21:15,61.994,-49.6678,20.16,85,100,11.9
587,Progreso,MX,2/3/2022 21:15,21.2833,-89.6667,93.31,41,0,7.96
588,Piranshahr,IR,2/3/2022 21:15,36.701,45.1413,30.36,80,66,6.31
589,Taltal,CL,2/3/2022 21:15,-25.4,-70.4833,70.23,64,22,7.49
590,Wanaka,NZ,2/3/2022 21:15,-44.7,169.15,51.12,94,100,1.01
591,Khash,IR,2/3/2022 21:15,28.2211,61.2158,47.57,23,0,1.99
592,Misratah,LY,2/3/2022 21:15,32.3754,15.0925,58.12,50,0,8.59
593,Vostok,RU,2/3/2022 21:15,46.4856,135.8833,-12.15,99,100,3.49
594,Sioux Lookout,CA,2/3/2022 21:15,50.1001,-91.917,-1.82,59,20,5.75
595,Ostrovnoy,RU,2/3/2022 21:15,68.0531,39.5131,12.85,87,100,3.29
596,Miandrivazo,MG,2/3/2022 21:15,-19.5167,45.4667,79.2,83,68,3.06
597,Tank,PK,2/3/2022 21:15,32.2217,70.3793,52.16,59,0,3.47
598,Hovd,MN,2/3/2022 21:15,48.0056,91.6419,-9.47,84,26,3.83
599,Iquitos,PE,2/3/2022 21:11,-3.7481,-73.2472,78.84,83,75,5.75
600,Iskateley,RU,2/3/2022 21:15,67.6803,53.1512,-5.67,100,97,3.89
601,Conakry,GN,2/3/2022 21:15,9.538,-13.6773,80.67,78,5,13.8
602,Rumuruti,KE,2/3/2022 21:15,0.267,36.5389,58.17,89,99,5.88
603,Sandviken,SE,2/3/2022 21:15,60.6167,16.7667,23.43,85,99,5.95
604,Tuxtla,MX,2/3/2022 21:15,16.75,-93.1167,90.41,25,2,5.32
605,Masallatah,LY,2/3/2022 21:15,32.6167,14,53.44,68,0,7.38
606,Los Andes,CL,2/3/2022 21:15,-32.8337,-70.5983,80.01,37,5,10.16
607,Mackay,AU,2/3/2022 21:15,-21.15,149.2,76.68,85,100,8.25
608,Baruun-Urt,MN,2/3/2022 21:15,46.6806,113.2792,-12.77,90,4,5.91
609,Kitgum,UG,2/3/2022 21:15,3.2783,32.8867,76.71,41,100,2.21
610,Soure,BR,2/3/2022 21:16,-0.7167,-48.5233,79.47,82,97,11.99
