City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
345,Konstantinovka,RU,49.6167,127.9833,-7.87,100,97,3.96,overcast clouds
346,Helena,US,46.5927,-112.0361,39.25,56,75,21.85,broken clouds
347,Markala,ML,13.7021,-6.0659,90.55,6,0,7.65,clear sky
348,Jalingo,NG,8.8833,11.3667,93.25,9,19,10.63,few clouds
349,Burnie,AU,-41.0667,145.9167,60.94,91,99,11.05,light rain
350,Bulawayo,ZW,-20.15,28.5833,68.94,69,99,11.65,overcast clouds
351,Mongoumba,CF,3.6415,18.5936,92.64,14,100,3.0,overcast clouds
352,Kerchevskiy,RU,59.946,56.2884,20.82,97,99,4.99,overcast clouds
353,Davila,PH,18.4726,120.5763,75.25,80,30,25.28,scattered clouds
354,Vercheres,CA,45.7834,-73.3492,13.19,55,88,6.91,overcast clouds
355,Uvarovka,RU,55.5278,35.6061,12.96,96,97,6.96,overcast clouds
356,Cherskiy,RU,68.75,161.3,-32.87,96,16,0.51,few clouds
357,Asheville,US,35.6009,-82.554,36.18,62,0,3.0,clear sky
358,Owando,CG,-0.4819,15.8999,97.0,21,34,4.32,scattered clouds
359,Tessalit,ML,20.1986,1.0114,78.21,7,0,9.46,clear sky
360,Coldingham,GB,55.8868,-2.157,45.79,82,100,31.16,light rain
361,Athens,GR,37.9795,23.7162,56.16,69,0,1.99,clear sky
362,Wanning,CN,18.8003,110.3967,66.15,85,99,11.12,overcast clouds
363,Mnogovershinnyy,RU,53.9353,139.9242,-3.78,93,100,5.79,overcast clouds
364,Xai-Xai,MZ,-25.0519,33.6442,77.56,80,29,16.04,light rain
365,Gaoua,BF,10.2992,-3.2508,94.39,8,5,4.65,clear sky
366,Taitung,TW,22.7583,121.1444,61.77,80,71,11.03,broken clouds
367,Kabo,CF,7.6994,18.629,93.0,11,99,5.35,overcast clouds
368,Kerema,PG,-7.9631,145.7785,75.85,91,100,11.97,overcast clouds
369,Bowen,AU,-20.0167,148.2333,70.02,74,10,19.53,clear sky
370,Broome,US,42.2506,-75.833,17.62,79,100,3.0,haze
371,Biloela,AU,-24.4167,150.5,66.85,69,0,17.36,clear sky
372,San Policarpo,PH,12.1791,125.5072,79.93,72,85,16.26,overcast clouds
373,Belmonte,BR,-15.8631,-38.8828,81.1,75,95,8.12,overcast clouds
374,Padre Paraiso,BR,-17.0742,-41.4844,76.84,75,100,3.38,overcast clouds
375,Akdepe,TM,42.0551,59.3788,46.49,84,100,17.29,overcast clouds
376,Rongcheng,CN,30.634,117.8517,35.4,67,50,6.04,scattered clouds
377,Copiapo,CL,-27.3667,-70.3333,71.29,31,0,7.72,clear sky
378,Rawson,AR,-43.3002,-65.1023,62.11,46,0,11.97,clear sky
379,Ipixuna,BR,-1.7625,-48.8043,84.15,83,100,3.76,overcast clouds
380,Kainan,JP,34.15,135.2,37.99,57,100,18.5,overcast clouds
381,Hirara,JP,24.8,125.2833,61.27,70,100,22.26,overcast clouds
382,Guiglo,CI,6.5456,-7.4966,99.7,21,8,3.0,clear sky
383,San Quintin,MX,30.4833,-115.95,58.12,29,0,2.64,clear sky
384,Virginia Beach,US,36.8529,-75.978,41.22,59,20,5.01,few clouds
385,Bayji,IQ,34.9311,43.487,55.87,48,95,8.55,overcast clouds
386,San Juan,AR,-31.5375,-68.5364,70.9,49,93,18.37,overcast clouds
387,Mahebourg,MU,-20.4081,57.7,80.89,83,40,16.11,scattered clouds
388,Awjilah,LY,29.1081,21.2869,61.07,40,0,4.07,clear sky
389,Khingansk,RU,49.1167,131.1833,-17.23,100,98,2.66,overcast clouds
390,Yulara,AU,-25.2406,130.9889,67.84,49,0,4.61,clear sky
391,Vila Velha,BR,-20.3297,-40.2925,79.95,80,75,13.0,mist
392,Llanes,ES,43.4198,-4.7549,55.89,66,33,3.42,scattered clouds
393,Jiuquan,CN,39.7432,98.5174,17.8,38,100,7.96,overcast clouds
394,Quesnel,CA,52.9999,-122.5029,23.5,93,75,0.0,mist
395,Viedma,AR,-40.8135,-62.9967,62.47,50,100,17.74,overcast clouds
396,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,81,78,19.98,broken clouds
397,Ouesso,CG,1.6136,16.0517,95.88,13,86,2.95,overcast clouds
398,Talnakh,RU,69.4865,88.3972,-11.58,100,95,2.64,overcast clouds
399,Faya,SA,18.3851,42.4509,60.91,71,8,5.41,clear sky
400,Dinanagar,IN,32.15,75.4667,50.22,81,26,3.71,scattered clouds
401,Saint-Louis,SN,16.3333,-15.0,96.98,5,0,9.95,clear sky
402,Esperance,AU,-33.8667,121.9,67.84,69,2,19.24,clear sky
403,Songjianghe,CN,42.1859,127.479,1.53,93,100,6.49,overcast clouds
404,Ron Phibun,TH,8.1791,99.8542,78.75,94,52,4.09,broken clouds
405,Shostka,UA,51.863,33.4698,21.83,95,100,14.09,snow
406,Arlit,NE,18.7369,7.3853,79.57,7,0,5.68,clear sky
407,Palaikastron,GR,35.2,26.25,56.75,61,4,0.4,clear sky
408,Kongolo,CD,-5.3833,27.0,75.38,87,91,1.12,overcast clouds
409,Rossland,CA,49.0831,-117.8022,30.9,90,90,2.42,overcast clouds
410,Taltal,CL,-25.4,-70.4833,70.72,69,7,4.85,clear sky
411,Luangwa,ZM,-15.6167,30.4167,77.97,88,63,3.13,light rain
412,Lamar,US,33.6668,-95.5836,33.71,69,0,0.0,clear sky
413,Charagua,BO,-19.8,-63.2167,69.37,98,100,6.2,moderate rain
414,Chardara,KZ,41.2547,67.9692,51.85,27,84,17.18,broken clouds
415,Kyren,RU,51.6828,102.1408,10.99,81,99,2.39,overcast clouds
416,Yei,SS,4.095,30.6779,85.06,17,99,5.93,overcast clouds
417,Atherton,GB,53.5237,-2.4935,48.42,83,100,5.99,light rain
418,Jardim,BR,-21.4803,-56.1381,93.29,40,52,8.52,broken clouds
419,Palmer,US,42.1584,-72.3287,23.7,64,75,3.0,broken clouds
420,Cascais,PT,38.6979,-9.4215,62.62,65,20,1.01,few clouds
421,Chumikan,RU,54.7183,135.315,-1.44,76,100,12.5,overcast clouds
422,Basoko,CD,1.2391,23.616,86.45,44,56,0.38,broken clouds
423,Groa,NO,62.65,8.7167,33.89,78,92,13.11,overcast clouds
424,Canutama,BR,-6.5339,-64.3831,77.79,84,100,3.78,overcast clouds
425,Bontang,ID,0.1333,117.5,79.38,84,100,11.77,overcast clouds
426,Bagdarin,RU,54.4333,113.6,-12.57,97,8,4.18,clear sky
427,Keningau,MY,5.3378,116.1602,75.65,97,93,4.5,overcast clouds
428,Batagay-Alyta,RU,67.8006,130.4114,-25.8,99,55,3.91,broken clouds
429,Tsabong,BW,-26.0217,22.401,92.05,19,6,12.44,clear sky
430,Yuancheng,CN,36.652,107.7896,21.42,46,100,6.04,overcast clouds
431,Maxixe,MZ,-23.8597,35.3472,79.83,67,16,15.28,few clouds
432,Mizdah,LY,31.4451,12.9801,64.11,20,20,6.71,few clouds
433,Okmulgee,US,35.6234,-95.9605,34.52,68,0,4.61,clear sky
434,Podosinovets,RU,60.2776,47.0659,8.33,94,61,6.78,broken clouds
435,Bree,BE,51.1415,5.5969,46.2,71,75,5.99,broken clouds
436,Teya,RU,60.3778,92.6267,18.64,91,100,8.79,overcast clouds
437,Ghanzi,BW,-21.5667,21.7833,82.04,45,74,10.04,broken clouds
438,Puerto Escondido,MX,15.85,-97.0667,81.73,37,0,2.42,clear sky
439,Santa Marta,CO,11.2408,-74.199,90.34,64,6,13.73,clear sky
440,Puri,IN,19.8,85.85,64.92,60,24,7.43,few clouds
441,Ekhabi,RU,53.5102,142.9671,3.13,93,100,21.14,overcast clouds
442,Radenci,SI,46.642,16.0378,44.2,84,84,4.32,broken clouds
443,Kintampo,GH,8.0563,-1.7306,95.94,21,13,3.44,few clouds
444,Huarmey,PE,-10.0681,-78.1522,75.18,73,18,9.53,few clouds
445,Iida,JP,35.5197,137.8207,25.84,92,80,1.23,broken clouds
446,Karpogory,RU,64.0019,44.4451,2.97,96,67,6.17,broken clouds
447,Taywarah,AF,33.35,64.4167,27.0,88,100,4.9,light snow
448,Shimoda,JP,34.6667,138.95,34.11,68,2,22.35,clear sky
449,Juneau,US,58.3019,-134.4197,39.85,94,100,8.99,overcast clouds
450,Kovur,IN,14.4833,79.9833,75.13,82,38,7.92,scattered clouds
451,Ulaangom,MN,49.9811,92.0667,-22.58,96,95,3.11,overcast clouds
452,Morondava,MG,-20.2833,44.2833,76.73,91,97,18.54,heavy intensity rain
453,Cockburn Town,TC,21.4612,-71.1419,76.17,69,9,19.77,clear sky
454,Lenoir City,US,35.7973,-84.256,32.49,60,24,1.99,few clouds
455,Tambura,SS,5.6,27.4667,81.39,17,100,4.47,overcast clouds
456,Hun,LY,29.1268,15.9477,66.6,16,0,5.21,clear sky
457,Jacareacanga,BR,-6.2222,-57.7528,84.9,71,93,3.15,overcast clouds
458,Richards Bay,ZA,-28.783,32.0377,72.97,85,98,11.34,light rain
459,Batticaloa,LK,7.7102,81.6924,77.65,75,6,11.43,clear sky
460,Mocuba,MZ,-16.8392,36.9856,76.23,85,77,5.5,light rain
461,Peniche,PT,39.3558,-9.3811,63.75,77,18,15.64,few clouds
462,Gawler,AU,-34.6,138.7333,73.47,51,65,11.65,broken clouds
463,Sangar,RU,63.9242,127.4739,-33.47,99,100,3.51,overcast clouds
464,Heilbron,ZA,-27.2812,27.9709,65.5,76,93,14.2,light rain
465,Ferrol,ES,43.4832,-8.2369,58.35,65,7,14.0,clear sky
466,Gorin,RU,51.1983,136.6669,5.2,97,100,3.42,overcast clouds
467,Ketchikan,US,55.3422,-131.6461,42.78,93,100,14.97,light rain
468,Udachnyy,RU,66.4167,112.4,-31.58,100,79,3.74,broken clouds
469,Charters Towers,AU,-20.1,146.2667,72.16,66,31,7.54,scattered clouds
470,Itarema,BR,-2.9248,-39.9167,85.78,63,89,15.23,overcast clouds
471,Vikhorevka,RU,56.1201,101.1636,22.59,92,100,10.94,light snow
472,Young,UY,-32.6833,-57.6333,79.23,44,0,15.93,clear sky
473,Poum,NC,-20.2333,164.0167,80.38,72,84,4.36,broken clouds
474,Los Llanos De Aridane,ES,28.6585,-17.9182,68.13,75,20,4.0,few clouds
475,Ostersund,SE,63.1792,14.6357,27.05,59,99,10.36,overcast clouds
476,Port Moresby,PG,-9.4431,147.1797,76.42,86,100,7.38,light rain
477,Kiama,AU,-34.6833,150.8667,69.58,72,100,1.01,light rain
478,Kiunga,PG,-6.1219,141.2906,72.82,99,100,3.98,heavy intensity rain
479,Tautira,PF,-17.7333,-149.15,75.22,74,28,15.73,scattered clouds
480,Andenes,NO,69.3143,16.1194,32.77,68,97,27.11,overcast clouds
481,Maceio,BR,-9.6658,-35.7353,90.84,40,40,13.8,scattered clouds
482,Chiredzi,ZW,-21.05,31.6667,84.24,40,47,5.12,scattered clouds
483,Ankpa,NG,7.3706,7.6253,94.96,10,1,7.81,clear sky
484,Pangnirtung,CA,66.1451,-65.7125,-22.0,69,75,2.3,broken clouds
485,Trelew,AR,-43.249,-65.3051,65.89,35,0,11.12,clear sky
486,Jutai,BR,-5.1833,-68.9,79.7,81,100,6.44,overcast clouds
487,Campoverde,PE,-8.4753,-74.8058,87.49,41,53,3.33,broken clouds
488,Yinchuan,CN,38.4681,106.2731,20.89,27,94,7.09,overcast clouds
489,Boa Vista,BR,2.8197,-60.6733,89.58,45,75,13.8,broken clouds
490,Hurricane,US,37.1753,-113.2899,37.74,32,0,1.92,clear sky
491,Filiasi,RO,44.55,23.5167,49.17,73,43,10.87,scattered clouds
492,Praia Da Vitoria,PT,38.7333,-27.0667,60.76,94,75,18.92,broken clouds
493,Vanavara,RU,60.34,102.2797,14.67,96,100,5.5,light snow
494,Mildura,AU,-34.2,142.15,71.56,40,100,5.75,overcast clouds
495,Bartica,GY,6.4,-58.6167,78.75,90,94,3.02,overcast clouds
496,Aswan,EG,24.0934,32.907,60.69,33,0,12.73,clear sky
497,Oussouye,SN,12.485,-16.5469,96.67,14,0,3.09,clear sky
498,Maldonado,UY,-34.6667,-54.9167,78.19,73,59,11.72,broken clouds
499,Holme,DK,56.1138,10.1725,41.65,83,94,19.95,overcast clouds
500,San Francisco,US,37.7749,-122.4194,54.66,79,75,1.01,broken clouds
501,Horodnytsya,UA,50.807,27.3168,32.36,87,88,11.61,overcast clouds
502,Dunedin,NZ,-45.8742,170.5036,49.8,78,54,3.0,broken clouds
503,Maragogi,BR,-9.0122,-35.2225,84.56,60,77,10.92,broken clouds
504,Qaqortoq,GL,60.7167,-46.0333,7.3,65,0,5.5,clear sky
505,Dapaong,TG,10.8639,0.205,92.59,8,31,6.91,scattered clouds
506,Skjervoy,NO,70.0311,20.9714,32.63,67,70,25.64,broken clouds
507,Centralia,US,46.7162,-122.9543,43.3,87,100,0.0,mist
508,Guerrero Negro,MX,27.9769,-114.0611,58.69,36,0,4.18,clear sky
509,Ballina,AU,-28.8667,153.5667,71.56,77,75,18.41,light rain
510,Kattivakkam,IN,13.2167,80.3167,81.07,81,43,12.41,scattered clouds
511,Knysna,ZA,-34.0363,23.0471,71.98,74,2,17.87,clear sky
512,Bilma,NE,18.6853,12.9164,73.09,13,0,3.69,clear sky
513,Yaan,NG,7.3833,8.5667,96.1,9,1,8.48,clear sky
514,Kaduna,NG,10.5222,7.4383,89.35,11,1,8.84,clear sky
515,Nara,JP,34.6851,135.8049,36.68,62,20,11.07,few clouds
516,Guozhen,CN,34.3659,107.359,32.14,57,99,2.77,overcast clouds
517,Sirjan,IR,29.452,55.6814,51.06,57,1,16.33,clear sky
518,Luganville,VU,-15.5333,167.1667,78.66,86,100,3.51,overcast clouds
519,Tilichiki,RU,60.4667,166.1,4.91,79,100,6.46,overcast clouds
520,Chapais,CA,49.7834,-74.8492,-7.82,78,32,7.61,scattered clouds
521,Itoman,JP,26.1247,127.6694,57.58,62,75,19.57,broken clouds
522,Rawlins,US,41.7911,-107.2387,30.63,45,0,21.85,clear sky
523,Daru,PG,-9.0763,143.2092,78.19,91,100,7.96,light rain
524,Povenets,RU,62.8487,34.8262,16.27,89,100,16.93,overcast clouds
525,Kudat,MY,6.8837,116.8477,78.73,94,40,3.44,moderate rain
526,Lavrentiya,RU,65.5833,-171.0,-18.74,94,29,8.63,scattered clouds
527,Hofn,IS,64.2539,-15.2082,28.96,60,100,9.46,overcast clouds
528,El Dovio,CO,4.5079,-76.2362,68.68,85,98,2.77,overcast clouds
529,Nema,RU,57.5067,50.5011,23.22,97,100,5.14,overcast clouds
530,Phuket,TH,8.0,98.25,82.62,69,20,13.8,few clouds
531,Kaeo,NZ,-35.1,173.7833,72.32,98,94,8.57,overcast clouds
532,Natal,BR,-5.795,-35.2094,88.45,58,20,16.11,few clouds
533,Mairana,BO,-18.1167,-63.9333,63.64,93,100,2.84,light rain
534,Cam Ranh,VN,11.9214,109.1591,76.96,73,40,19.57,scattered clouds
535,Paraiso,CR,9.8383,-83.8656,73.89,45,24,6.13,few clouds
536,Ilo,PE,-17.6394,-71.3375,74.26,64,0,10.36,clear sky
537,Ust-Karsk,RU,52.7011,118.8077,-12.3,100,98,2.13,overcast clouds
538,Belaya Gora,RU,68.5333,146.4167,-39.48,100,90,1.81,overcast clouds
539,Cyangugu,RW,-2.4846,28.9075,63.54,91,100,2.35,light rain
540,Kavieng,PG,-2.5744,150.7967,81.1,78,90,6.02,overcast clouds
541,Oum Hadjer,TD,13.2954,19.6966,83.82,12,15,9.57,few clouds
542,Myitkyina,MM,25.3833,97.4,55.94,98,45,2.68,scattered clouds
543,Carutapera,BR,-1.195,-46.02,79.38,88,100,4.09,light rain
544,Kajiado,KE,-1.8524,36.7768,77.72,54,100,2.64,light rain
545,Jaroslaw,PL,50.0162,22.6778,35.92,80,29,13.44,scattered clouds
546,Jena,DE,50.9333,11.5833,42.15,61,100,3.0,overcast clouds
547,Harper,LR,4.375,-7.7169,84.02,66,67,9.95,broken clouds
548,Bergen,NO,60.392,5.328,42.64,94,75,23.02,light intensity shower rain
549,Ayagoz,KZ,47.9714,80.4392,-5.17,84,1,6.42,clear sky
550,Gusau,NG,12.1628,6.6614,85.3,11,39,13.85,scattered clouds
551,Mount Isa,AU,-20.7333,139.5,71.37,53,40,1.14,scattered clouds
552,Lizzano,IT,40.391,17.4476,58.41,68,20,5.75,few clouds
553,Praia,CV,14.9215,-23.5087,82.94,32,0,19.57,clear sky
554,Meulaboh,ID,4.1363,96.1285,75.72,89,100,5.95,light rain
555,Whitianga,NZ,-36.8333,175.7,73.02,94,95,8.12,overcast clouds
556,Beringovskiy,RU,63.05,179.3167,-7.71,91,84,14.2,broken clouds
557,Tingi,TZ,-11.3,35.0333,66.06,86,97,4.14,light rain
558,Araouane,ML,18.9048,-3.5265,81.37,7,0,8.5,clear sky
559,Warrington,GB,53.3925,-2.5802,48.97,86,100,7.0,light rain
560,Ojuelos De Jalisco,MX,21.8667,-101.5833,47.05,65,76,8.1,broken clouds
561,Jashpurnagar,IN,22.9,84.15,52.43,34,0,5.5,clear sky
562,Caetes,BR,-8.7731,-36.6225,88.47,26,74,7.02,broken clouds
563,Moengo,SR,5.6167,-54.4,80.51,82,80,4.68,broken clouds
564,Kholodnyy,RU,62.7167,147.95,-25.15,72,24,4.7,few clouds
565,Isangel,VU,-19.55,169.2667,79.43,90,100,13.53,moderate rain
566,Ko Samui,TH,9.5357,99.9357,81.73,73,27,10.2,scattered clouds
567,Gwadar,PK,25.1216,62.3254,72.43,75,9,10.94,clear sky
568,Tommot,RU,58.9564,126.2925,-6.66,100,100,3.04,overcast clouds
569,Griffith,US,41.5284,-87.4237,18.63,69,0,1.99,clear sky
570,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-16.11,100,59,2.89,broken clouds
571,Kysyl-Syr,RU,63.8986,122.7617,-26.93,100,96,2.1,overcast clouds
572,Ati,TD,13.2154,18.3353,82.62,11,6,11.7,clear sky
573,Kaiyuan,CN,23.6977,103.3037,49.96,90,56,5.68,broken clouds
574,Saint-Georges,GD,12.0564,-61.7485,85.68,62,20,17.27,few clouds
575,Tinskoy,RU,56.1525,96.9161,24.24,73,100,13.31,overcast clouds
576,Paita,PE,-5.0892,-81.1144,84.76,65,44,8.97,scattered clouds
577,Marktoberdorf,DE,47.7833,10.6167,38.1,62,8,4.68,clear sky
578,Nangong,CN,37.3581,115.3744,30.52,41,73,7.05,broken clouds
579,Mattru,SL,7.6244,-11.8332,98.56,28,53,3.89,broken clouds
580,Houston,US,29.7633,-95.3633,42.26,60,0,5.01,clear sky
581,Nalut,LY,30.3333,10.85,68.23,14,57,6.38,broken clouds
582,Upata,VE,8.0086,-62.3989,83.19,46,79,4.43,broken clouds
583,Kontagora,NG,10.3999,5.4695,94.01,9,18,4.36,few clouds
584,Zyryanka,RU,65.75,150.85,-41.66,100,51,1.28,broken clouds
585,Kaputa,ZM,-8.4689,29.6619,72.25,82,72,1.16,light rain
586,Sinop,TR,41.7711,34.8709,28.47,78,85,8.57,overcast clouds
587,Tynda,RU,55.1667,124.7167,-9.62,91,64,5.64,broken clouds
588,Kemi,FI,65.8596,24.8228,26.37,86,100,14.97,overcast clouds
589,Biak,ID,-0.9131,122.8766,76.15,86,100,3.04,overcast clouds
590,Tongliao,CN,43.6125,122.2653,1.69,84,44,8.5,scattered clouds
591,Toora-Khem,RU,52.4675,96.11,-7.06,98,95,1.54,overcast clouds
592,Batsfjord,NO,70.6345,29.7185,22.26,86,100,19.71,overcast clouds
593,Shchelkun,RU,56.3034,60.9483,15.37,94,100,6.2,overcast clouds
594,Kununurra,AU,-15.7667,128.7333,78.78,94,100,0.0,overcast clouds
595,Honningsvag,NO,70.9821,25.9704,29.01,73,49,26.62,scattered clouds
596,Abnub,EG,27.2696,31.1511,57.42,45,0,8.55,clear sky
597,Menongue,AO,-14.6585,17.691,64.17,87,100,7.67,overcast clouds
598,Satrikh,IN,26.8667,81.2,55.47,76,0,5.57,clear sky
599,Kelowna,CA,49.8831,-119.4857,31.98,85,0,1.01,clear sky
600,Morehead,US,37.2711,-87.1764,22.98,72,0,0.0,clear sky
601,Fort Nelson,CA,58.8053,-122.7002,-6.21,77,75,3.44,broken clouds
602,Tual,ID,-5.6667,132.75,82.99,77,100,9.22,overcast clouds
603,Alice Springs,AU,-23.7,133.8833,60.35,88,0,0.0,clear sky
604,Rio Pardo De Minas,BR,-15.6097,-42.5397,76.55,80,96,6.38,overcast clouds
605,Ziyang,CN,29.2497,117.8547,37.92,86,21,4.54,few clouds
606,Karratha,AU,-20.7377,116.8463,84.96,71,60,5.19,broken clouds
607,Pitimbu,BR,-7.4706,-34.8086,88.39,59,15,10.25,few clouds
608,Aykhal,RU,66.0,111.5,-25.67,100,76,5.57,broken clouds
609,Havelock,US,34.8791,-76.9013,46.38,66,40,5.99,scattered clouds
610,Bonfim,BR,3.0833,-59.95,87.64,51,97,6.44,overcast clouds
611,Marica,BR,-22.9194,-42.8186,96.96,76,92,8.03,overcast clouds
612,Goundam,ML,16.4145,-3.6708,84.87,6,0,11.81,clear sky
613,Boksitogorsk,RU,59.474,33.8485,19.6,90,100,12.55,snow
614,Pangoa,PE,-12.1167,-73.0,86.36,52,89,4.47,overcast clouds
615,Billings,US,45.7833,-108.5007,42.57,38,75,28.77,broken clouds
616,Villamontes,BO,-21.25,-63.5,76.86,76,100,7.7,overcast clouds
617,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.07,66,99,0.87,overcast clouds
618,Sibolga,ID,1.7427,98.7792,75.7,90,99,2.91,overcast clouds
619,Djenne,ML,13.9061,-4.5533,89.8,5,0,7.61,clear sky
620,Igrim,RU,63.1906,64.4162,-3.05,99,100,3.71,overcast clouds
621,Altea,ES,38.5989,-0.0514,59.68,83,100,8.57,overcast clouds
622,Kichera,RU,55.9375,110.0997,1.56,96,100,1.28,overcast clouds
623,Noumea,NC,-22.2763,166.4572,76.98,88,83,8.75,broken clouds
624,Springfield,US,37.2153,-93.2982,32.02,65,0,5.99,clear sky
625,Rio Gallegos,AR,-51.6226,-69.2181,68.05,30,0,10.36,clear sky
626,Khani,GE,41.9563,42.9566,26.17,87,91,5.5,overcast clouds
627,Mounana,GA,-1.4085,13.1586,87.71,55,28,2.08,scattered clouds
628,Umm Lajj,SA,25.0213,37.2685,66.15,58,0,16.64,clear sky
629,Miri,MY,4.4148,114.0089,77.14,94,40,3.44,scattered clouds
630,Pandan,PH,14.0453,124.1694,76.66,80,100,16.02,overcast clouds
631,Iracoubo,GF,5.4802,-53.2011,79.92,80,99,10.18,overcast clouds
632,Salinas,US,36.6777,-121.6555,56.39,59,0,12.66,clear sky
633,Les Cayes,HT,18.2,-73.75,84.36,42,37,8.75,scattered clouds
634,Gat,IL,31.61,34.7642,56.08,100,80,8.08,broken clouds
635,Shemgang,BT,27.2169,90.6579,27.12,95,14,6.33,few clouds
636,Tete,MZ,-16.1564,33.5867,84.29,74,75,4.61,broken clouds
637,Tammisaari,FI,59.9736,23.4339,32.67,98,87,5.59,overcast clouds
638,Raudeberg,NO,61.9875,5.1352,39.2,91,100,11.01,moderate rain
639,Leh,IN,34.1667,77.5833,-9.04,74,21,3.44,few clouds
640,Quebrangulo,BR,-9.3189,-36.4711,93.31,31,50,13.89,scattered clouds
641,Coihaique,CL,-45.5752,-72.0662,69.75,40,0,4.61,clear sky
642,Havoysund,NO,70.9963,24.6622,29.28,70,79,30.8,broken clouds
643,Colares,PT,38.7992,-9.4469,62.28,62,20,1.01,few clouds
644,Presidente Venceslau,BR,-21.8761,-51.8439,89.8,72,99,12.73,overcast clouds
645,Buraydah,SA,26.326,43.975,57.65,29,0,9.22,clear sky
646,Pak Phanang,TH,8.3511,100.202,79.07,84,59,8.95,broken clouds
647,Ribeira Brava,PT,32.65,-17.0667,74.12,53,2,13.11,clear sky
648,Kazachinskoye,RU,57.6953,93.2761,20.35,93,100,9.84,light snow
649,Neepawa,CA,50.2289,-99.4664,-1.19,92,100,4.97,overcast clouds
650,Dakoro,NE,14.5106,6.765,77.31,10,1,12.08,clear sky
651,Atambua,ID,-9.1061,124.8925,74.41,87,91,1.57,overcast clouds
652,Freeport,US,40.6576,-73.5832,29.05,64,40,11.99,scattered clouds
653,Seymchan,RU,62.8833,152.4333,-40.61,100,59,1.03,broken clouds
654,Pahrump,US,36.2083,-115.9839,49.17,24,0,2.42,clear sky
655,Korla,CN,41.7597,86.1469,26.65,39,100,10.09,overcast clouds
656,Mustasaari,FI,63.1142,21.6822,31.33,93,75,5.75,broken clouds
657,Bhavani,IN,11.45,77.6833,77.16,65,85,5.86,overcast clouds
658,Sur,OM,22.5667,59.5289,73.63,50,1,4.34,clear sky
659,Okhotsk,RU,59.3833,143.3,-3.98,67,0,17.07,clear sky
660,Vandra,EE,58.6481,25.0361,32.18,92,100,8.28,overcast clouds
661,Rio Grande,BR,-32.035,-52.0986,80.71,68,99,10.76,overcast clouds
662,Sikasso,ML,10.9167,-7.0,95.02,6,39,3.2,scattered clouds
663,Siemiatycze,PL,52.4272,22.8623,36.25,95,90,15.32,overcast clouds
664,Morecambe,GB,54.0684,-2.8611,49.86,95,100,20.0,light rain
665,Nuuk,GL,64.1835,-51.7216,7.41,78,75,16.11,light shower snow
666,Lodja,CD,-3.4833,23.4333,75.51,73,95,1.92,light rain
667,Khotyn,UA,48.4833,26.5,37.2,77,99,12.35,overcast clouds
668,Evensk,RU,61.95,159.2333,16.9,40,82,21.05,broken clouds
669,Padang,ID,-0.9492,100.3543,74.57,95,100,2.19,heavy intensity rain
670,Bhainsdehi,IN,21.6467,77.6325,59.68,23,1,2.01,clear sky
671,Brewster,US,41.3973,-73.6171,26.71,78,75,1.01,broken clouds
672,Papillion,US,41.1544,-96.0422,37.58,50,0,1.01,clear sky
673,Van,TR,38.4924,43.3831,22.35,80,75,8.05,broken clouds
674,Bocas Del Toro,PA,9.3333,-82.25,88.07,69,45,10.49,scattered clouds
675,Konevo,RU,62.1215,39.3192,9.25,93,91,8.41,overcast clouds
676,Changji,CN,44.0167,87.3167,3.99,85,100,2.24,mist
677,Kozhva,RU,65.1073,57.0459,-10.71,100,65,1.48,broken clouds
678,Zarand,IR,30.8127,56.564,48.63,45,62,21.21,broken clouds
679,Berlevag,NO,70.8578,29.0864,24.12,83,100,24.94,overcast clouds
680,Surt,LY,31.2089,16.5887,63.63,39,8,7.09,clear sky
681,Marovoay,MG,-16.1,46.6333,82.54,89,100,9.06,light rain
682,Vilhena,BR,-12.7406,-60.1458,82.62,74,40,11.5,scattered clouds
683,Pine Bluff,US,34.2284,-92.0032,36.32,69,0,0.0,clear sky
684,Isoka,ZM,-10.1606,32.6335,62.46,96,99,1.7,light rain
685,Redcliffe,AU,-27.2307,153.0973,69.75,75,75,11.5,broken clouds
686,San Jose De Rio Tinto,HN,14.9333,-85.7,84.56,39,24,5.23,few clouds
687,Katobu,ID,-4.9408,122.5276,75.72,91,94,1.12,overcast clouds
688,Kismayo,SO,-0.3582,42.5454,78.42,83,98,12.59,overcast clouds
689,Kirovskiy,RU,45.0917,133.5136,-6.02,100,100,2.89,overcast clouds
690,Cabadiangan,PH,9.7531,122.4739,76.21,82,96,13.24,overcast clouds
691,Gerash,IR,27.6652,54.1371,59.14,64,19,9.69,few clouds
692,Urucui,BR,-7.2294,-44.5561,89.11,54,60,5.28,broken clouds
693,Aden,YE,12.7794,45.0367,78.69,61,3,5.66,clear sky
694,Broken Hill,AU,-31.95,141.4333,69.51,37,6,10.36,clear sky
695,Okha,RU,53.5739,142.9478,3.96,92,100,20.83,overcast clouds
696,Agirish,RU,61.9247,63.0231,15.26,96,100,5.88,light snow
697,Creel,MX,27.75,-107.6333,46.31,27,0,4.36,clear sky
698,Flin Flon,CA,54.7682,-101.865,-13.16,70,75,8.05,broken clouds
